# _tick,_time,frames,total_episodes,episode_wins,interactions,visited_states,mean_episode_length,mean_episode_return,episode_return_std,total_loss,pg_loss,baseline_loss,entropy_loss,mean_rewards,mean_intrinsic_rewards,std_intrinsic_rewards,mean_total_rewards,mean_state_rewards,mean_change_rewards,state_counts,change_counts,state_counts_std,change_counts_std
0,1725194016.4650564,0,8.0,0.0,0.78125,0,288.0,0.0,0.0,-0.27970829606056213,-0.18352335691452026,0.0011021875543519855,-0.0972871258854866,0.0,0.0002915937511716038,0.0004311333177611232,0.0002915937511716038,0.5008811354637146,0.41332700848579407,37.40625,63.96875,6.763986587524414,18.354480743408203
1,1725194025.0267668,3200,9.0,0.0625,1.34375,0,271.1111145019531,0.07499999552965164,0.1590990275144577,16.445539474487305,16.175010681152344,0.3677781820297241,-0.09724918752908707,0.00021093747636768967,0.00022487265232484788,0.00039858336094766855,0.000435810157796368,0.4463998079299927,0.34933629631996155,86.59375,154.5625,9.09099292755127,31.85181427001953
2,1725194037.234265,6400,16.0,0.03125,1.34375,0,273.0,0.05312500149011612,0.21249999105930328,-14.5339994430542,-14.790730476379395,0.35400819778442383,-0.09727793186903,0.0002656250144354999,0.0002495233784429729,0.0004273980448488146,0.0005151484510861337,0.4614166021347046,0.3569296896457672,135.78125,244.5,11.474319458007812,41.308258056640625
3,1725194049.5612314,9600,8.0,0.03125,1.25,0,284.0,0.02500000037252903,0.0707106739282608,11.243828773498535,11.19199275970459,0.1491260528564453,-0.09728959947824478,6.25000029685907e-05,0.00023464109108317643,0.0004132961912546307,0.0002971410867758095,0.4544183611869812,0.34313803911209106,191.25,338.75,12.087358474731445,48.251976013183594
4,1725194063.140799,12800,11.0,0.0,1.0625,0,288.0,0.0,0.0,-2.1850905418395996,-2.0929441452026367,0.005140477325767279,-0.0972868874669075,0.0,0.00022861070465296507,0.00041259702993556857,0.00022861070465296507,0.4463799297809601,0.34046614170074463,240.03125,428.125,12.90869426727295,54.983829498291016
5,1725194075.8583875,16000,12.0,0.0,1.15625,0,288.0,0.0,0.0,-1.4089899063110352,-1.314120888710022,0.002418775577098131,-0.09728778898715973,0.0,0.0002044124121312052,0.0003917278372682631,0.0002044124121312052,0.4090326726436615,0.3210359215736389,287.21875,514.3125,13.884571075439453,60.76005554199219
6,1725194088.8601968,19200,11.0,0.03125,1.375,0,276.0909118652344,0.04630681872367859,0.15358233451843262,1.0712429285049438,1.100653886795044,0.06787620484828949,-0.09728720784187317,0.00015917967539280653,0.00022400819580070674,0.0004099670914001763,0.00038318790029734373,0.4296081066131592,0.34101927280426025,341.0,612.53125,14.725940704345703,65.459228515625
7,1725194101.90023,22400,13.0,0.03125,1.375,0,285.15386962890625,0.016586538404226303,0.059803616255521774,-0.2937992513179779,-0.2095605880022049,0.01304885745048523,-0.09728752821683884,6.738281081197783e-05,0.0002121501020155847,0.0004037174512632191,0.00027953292010352015,0.4142574071884155,0.32586100697517395,384.3125,692.6875,16.28094482421875,70.97837829589844
8,1725194114.752571,25600,10.0,0.03125,0.78125,0,282.3000183105469,0.027812499552965164,0.08795084804296494,-0.11383599787950516,-0.03784477338194847,0.021296221762895584,-0.09728744626045227,8.691405673744157e-05,0.00019926155800931156,0.00039290389395318925,0.0002861756074707955,0.3970239460468292,0.32030409574508667,425.3125,772.1875,17.590492248535156,76.15510559082031
9,1725194127.842269,28800,11.0,0.03125,0.75,0,274.9090881347656,0.05000000074505806,0.16583123803138733,0.774344265460968,0.7845889329910278,0.08704186230897903,-0.09728650003671646,0.00017187499906867743,0.00018066796474158764,0.0003730356693267822,0.0003525429929140955,0.3721870481967926,0.30719420313835144,471.90625,860.5625,18.41240119934082,80.60469055175781
